instant,dteday,season,yr,mnth,hr,holiday,weekday,weekend,workingday,weathersit,temp,atemp,hum,windspeed,windspeed_mph,comfindex,casual,registered,cnt
229,2011-01-10,1,0,1,19,0,1,0,1,1,0.16,0.1667,0.47,0.1642,11.001,0.097,3,92,95.0
230,2011-01-10,1,0,1,20,0,1,0,1,1,0.16,0.1667,0.5,0.1642,11.001,0.097,1,73,74.0
231,2011-01-10,1,0,1,21,0,1,0,1,1,0.14,0.1364,0.59,0.194,12.998,0.072,1,37,38.0
232,2011-01-10,1,0,1,22,0,1,0,1,1,0.14,0.1515,0.59,0.1642,11.001,0.083,2,22,24.0
233,2011-01-10,1,0,1,23,0,1,0,1,1,0.14,0.1515,0.59,0.1642,11.001,0.083,0,18,18.0
234,2011-01-11,1,0,1,0,0,2,0,1,1,0.14,0.1667,0.59,0.1045,7.002,0.099,2,10,12.0
235,2011-01-11,1,0,1,1,0,2,0,1,1,0.14,0.1515,0.59,0.1642,11.001,0.083,0,3,3.0
236,2011-01-11,1,0,1,2,0,2,0,1,2,0.16,0.1515,0.55,0.194,12.998,0.087,0,3,3.0
237,2011-01-11,1,0,1,5,0,2,0,1,2,0.16,0.1818,0.55,0.1343,8.998,0.108,0,6,6.0
238,2011-01-11,1,0,1,6,0,2,0,1,2,0.16,0.1818,0.55,0.1343,8.998,0.108,0,27,27.0
239,2011-01-11,1,0,1,7,0,2,0,1,2,0.16,0.2273,0.55,0.0,0.0,0.148,2,97,99.0
240,2011-01-11,1,0,1,8,0,2,0,1,2,0.18,0.2121,0.51,0.0896,6.003,0.136,3,214,217.0
241,2011-01-11,1,0,1,9,0,2,0,1,2,0.18,0.197,0.51,0.1642,11.001,0.116,3,127,130.0
242,2011-01-11,1,0,1,10,0,2,0,1,2,0.2,0.2121,0.51,0.1642,11.001,0.131,3,51,54.0
243,2011-01-11,1,0,1,11,0,2,0,1,2,0.2,0.2121,0.47,0.1343,8.998,0.137,4,31,35.0
244,2011-01-11,1,0,1,12,0,2,0,1,2,0.2,0.2273,0.51,0.1045,7.002,0.147,2,55,57.0
245,2011-01-11,1,0,1,13,0,2,0,1,2,0.2,0.2273,0.59,0.0896,6.003,0.15,6,46,52.0
246,2011-01-11,1,0,1,14,0,2,0,1,2,0.2,0.2273,0.59,0.0896,6.003,0.15,3,60,63.0
247,2011-01-11,1,0,1,15,0,2,0,1,2,0.16,0.197,0.8,0.0896,6.003,0.121,2,45,47.0
248,2011-01-11,1,0,1,16,0,2,0,1,2,0.16,0.1515,0.86,0.2239,15.001,0.081,4,72,76.0
249,2011-01-11,1,0,1,17,0,2,0,1,2,0.16,0.1515,0.86,0.2239,15.001,0.081,6,130,136.0
250,2011-01-11,1,0,1,18,0,2,0,1,3,0.16,0.1818,0.93,0.1045,7.002,0.114,1,94,95.0
251,2011-01-11,1,0,1,19,0,2,0,1,3,0.16,0.2273,0.93,0.0,0.0,0.148,0,51,51.0
252,2011-01-11,1,0,1,20,0,2,0,1,3,0.16,0.1515,0.93,0.194,12.998,0.087,0,32,32.0
253,2011-01-11,1,0,1,21,0,2,0,1,3,0.16,0.197,0.86,0.0896,6.003,0.121,0,20,20.0
254,2011-01-11,1,0,1,22,0,2,0,1,3,0.16,0.1818,0.93,0.1045,7.002,0.114,1,28,29.0
255,2011-01-11,1,0,1,23,0,2,0,1,3,0.16,0.197,0.93,0.0896,6.003,0.121,1,18,19.0
256,2011-01-12,1,0,1,0,0,3,0,1,2,0.16,0.197,0.86,0.0896,6.003,0.121,0,7,7.0
257,2011-01-12,1,0,1,1,0,3,0,1,2,0.16,0.1818,0.86,0.1045,7.002,0.114,0,6,6.0
258,2011-01-12,1,0,1,2,0,3,0,1,1,0.14,0.1515,0.86,0.1343,8.998,0.089,0,1,1.0
259,2011-01-12,1,0,1,5,0,3,0,1,1,0.14,0.1515,0.86,0.1642,11.001,0.083,0,5,5.0
260,2011-01-12,1,0,1,6,0,3,0,1,1,0.12,0.1515,0.93,0.1343,8.998,0.079,0,16,16.0
261,2011-01-12,1,0,1,7,0,3,0,1,1,0.14,0.1515,0.69,0.1343,8.998,0.089,0,54,54.0
262,2011-01-12,1,0,1,8,0,3,0,1,1,0.16,0.1667,0.59,0.1642,11.001,0.097,3,125,128.0
263,2011-01-12,1,0,1,9,0,3,0,1,1,0.16,0.1364,0.59,0.3284,22.003,0.055,3,78,81.0
264,2011-01-12,1,0,1,10,0,3,0,1,1,0.18,0.1818,0.55,0.2239,15.001,0.1,0,39,39.0
265,2011-01-12,1,0,1,11,0,3,0,1,1,0.2,0.1818,0.51,0.3881,26.003,0.077,3,32,35.0
266,2011-01-12,1,0,1,12,0,3,0,1,1,0.2,0.1515,0.47,0.5821,39.001,0.029,3,52,55.0
267,2011-01-12,1,0,1,13,0,3,0,1,1,0.22,0.197,0.44,0.3582,23.999,0.097,0,49,49.0
268,2011-01-12,1,0,1,14,0,3,0,1,1,0.2,0.1818,0.47,0.3284,22.003,0.089,0,44,44.0
269,2011-01-12,1,0,1,15,0,3,0,1,1,0.2,0.1667,0.47,0.4179,27.999,0.066,1,48,49.0
270,2011-01-12,1,0,1,16,0,3,0,1,1,0.22,0.197,0.44,0.3284,22.003,0.103,5,63,68.0
271,2011-01-12,1,0,1,17,0,3,0,1,1,0.2,0.1818,0.47,0.3582,23.999,0.083,0,139,139.0
272,2011-01-12,1,0,1,18,0,3,0,1,1,0.2,0.1515,0.47,0.5224,35.001,0.041,2,135,137.0
273,2011-01-12,1,0,1,19,0,3,0,1,1,0.18,0.1515,0.47,0.4179,27.999,0.052,1,82,83.0
274,2011-01-12,1,0,1,20,0,3,0,1,1,0.16,0.1364,0.5,0.3284,22.003,0.055,2,54,56.0
275,2011-01-12,1,0,1,21,0,3,0,1,1,0.16,0.1364,0.55,0.3284,22.003,0.055,0,57,57.0
276,2011-01-12,1,0,1,22,0,3,0,1,1,0.16,0.1212,0.55,0.4478,30.003,0.027,1,32,33.0
277,2011-01-12,1,0,1,23,0,3,0,1,1,0.14,0.1061,0.59,0.4179,27.999,0.018,1,19,20.0
278,2011-01-13,1,0,1,0,0,4,0,1,1,0.14,0.1212,0.59,0.2836,19.001,0.05,1,6,7.0
279,2011-01-13,1,0,1,1,0,4,0,1,1,0.14,0.1212,0.5,0.2836,19.001,0.05,0,2,2.0
280,2011-01-13,1,0,1,2,0,4,0,1,1,0.14,0.1212,0.5,0.3582,23.999,0.035,0,2,2.0
281,2011-01-13,1,0,1,3,0,4,0,1,1,0.14,0.1212,0.5,0.3284,22.003,0.041,0,3,3.0
282,2011-01-13,1,0,1,4,0,4,0,1,1,0.14,0.1212,0.5,0.2537,16.998,0.056,0,4,4.0
283,2011-01-13,1,0,1,5,0,4,0,1,1,0.14,0.1212,0.5,0.2985,19.999,0.047,0,3,3.0
284,2011-01-13,1,0,1,6,0,4,0,1,1,0.12,0.1515,0.54,0.1343,8.998,0.079,0,28,28.0
285,2011-01-13,1,0,1,7,0,4,0,1,1,0.12,0.1515,0.54,0.1343,8.998,0.079,0,72,72.0
286,2011-01-13,1,0,1,8,0,4,0,1,1,0.14,0.1364,0.5,0.194,12.998,0.072,5,197,202.0
287,2011-01-13,1,0,1,9,0,4,0,1,1,0.14,0.1212,0.5,0.3284,22.003,0.041,2,137,139.0
288,2011-01-13,1,0,1,10,0,4,0,1,2,0.16,0.1364,0.5,0.3582,23.999,0.049,2,36,38.0
289,2011-01-13,1,0,1,11,0,4,0,1,2,0.2,0.1667,0.44,0.4478,30.003,0.06,4,33,37.0
290,2011-01-13,1,0,1,12,0,4,0,1,1,0.2,0.1667,0.44,0.4179,27.999,0.066,3,49,52.0
291,2011-01-13,1,0,1,13,0,4,0,1,1,0.22,0.197,0.41,0.4478,30.003,0.08,2,81,83.0
292,2011-01-13,1,0,1,14,0,4,0,1,1,0.22,0.197,0.41,0.3881,26.003,0.091,3,39,42.0
293,2011-01-13,1,0,1,15,0,4,0,1,1,0.24,0.2121,0.38,0.2985,19.999,0.124,5,55,60.0
294,2011-01-13,1,0,1,16,0,4,0,1,1,0.24,0.2121,0.38,0.3582,23.999,0.112,2,76,78.0
295,2011-01-13,1,0,1,17,0,4,0,1,1,0.2,0.1818,0.4,0.2836,19.001,0.098,4,158,162.0
296,2011-01-13,1,0,1,18,0,4,0,1,1,0.2,0.1818,0.4,0.3284,22.003,0.089,3,141,144.0
297,2011-01-13,1,0,1,19,0,4,0,1,1,0.16,0.1515,0.47,0.2537,16.998,0.075,1,98,99.0
298,2011-01-13,1,0,1,20,0,4,0,1,1,0.16,0.1515,0.47,0.2239,15.001,0.081,0,64,64.0
299,2011-01-13,1,0,1,21,0,4,0,1,1,0.14,0.1212,0.46,0.2985,19.999,0.047,0,40,40.0
300,2011-01-13,1,0,1,22,0,4,0,1,1,0.14,0.1212,0.46,0.3284,22.003,0.041,0,30,30.0
301,2011-01-13,1,0,1,23,0,4,0,1,1,0.12,0.1364,0.5,0.194,12.998,0.062,1,14,15.0
302,2011-01-14,1,0,1,0,0,5,0,1,1,0.12,0.1364,0.5,0.194,12.998,0.062,0,14,14.0
303,2011-01-14,1,0,1,1,0,5,0,1,1,0.1,0.1212,0.54,0.1642,11.001,0.054,0,5,5.0
304,2011-01-14,1,0,1,2,0,5,0,1,1,0.1,0.1212,0.54,0.1343,8.998,0.059,0,1,1.0
305,2011-01-14,1,0,1,3,0,5,0,1,1,0.1,0.1364,0.54,0.1045,7.002,0.07,0,1,1.0
306,2011-01-14,1,0,1,5,0,5,0,1,1,0.1,0.1364,0.54,0.0896,6.003,0.073,0,8,8.0
307,2011-01-14,1,0,1,6,0,5,0,1,1,0.1,0.1818,0.54,0.0,0.0,0.105,0,17,17.0
308,2011-01-14,1,0,1,7,0,5,0,1,1,0.1,0.1212,0.74,0.1642,11.001,0.054,0,70,70.0
309,2011-01-14,1,0,1,8,0,5,0,1,1,0.12,0.1667,0.68,0.0,0.0,0.11,2,156,158.0
310,2011-01-14,1,0,1,9,0,5,0,1,1,0.14,0.1515,0.69,0.1343,8.998,0.089,0,117,117.0
311,2011-01-14,1,0,1,10,0,5,0,1,1,0.18,0.1818,0.55,0.194,12.998,0.106,4,40,44.0
312,2011-01-14,1,0,1,11,0,5,0,1,1,0.18,0.1667,0.51,0.2836,19.001,0.083,6,47,53.0
313,2011-01-14,1,0,1,12,0,5,0,1,1,0.2,0.197,0.44,0.2537,16.998,0.108,2,59,61.0
314,2011-01-14,1,0,1,13,0,5,0,1,1,0.22,0.197,0.37,0.3881,26.003,0.091,4,73,77.0
315,2011-01-14,1,0,1,14,0,5,0,1,1,0.22,0.2121,0.41,0.2836,19.001,0.117,5,59,64.0
316,2011-01-14,1,0,1,15,0,5,0,1,1,0.24,0.2424,0.38,0.1642,11.001,0.16,9,59,68.0
317,2011-01-14,1,0,1,16,0,5,0,1,1,0.22,0.2424,0.41,0.1045,7.002,0.162,3,87,90.0
318,2011-01-14,1,0,1,17,0,5,0,1,1,0.22,0.2273,0.41,0.1642,11.001,0.145,4,155,159.0
319,2011-01-14,1,0,1,18,0,5,0,1,1,0.2,0.2576,0.47,0.0,0.0,0.177,5,134,139.0
320,2011-01-14,1,0,1,19,0,5,0,1,1,0.16,0.197,0.59,0.0896,6.003,0.121,3,89,92.0
321,2011-01-14,1,0,1,20,0,5,0,1,1,0.18,0.2424,0.59,0.0,0.0,0.163,0,68,68.0
322,2011-01-14,1,0,1,21,0,5,0,1,1,0.16,0.2273,0.69,0.0,0.0,0.148,4,48,52.0
323,2011-01-14,1,0,1,22,0,5,0,1,2,0.16,0.2273,0.69,0.0,0.0,0.148,2,34,36.0
324,2011-01-14,1,0,1,23,0,5,0,1,2,0.18,0.2424,0.55,0.0,0.0,0.163,1,26,27.0
325,2011-01-15,1,0,1,0,0,6,1,0,1,0.18,0.2424,0.55,0.0,0.0,0.163,3,25,28.0
326,2011-01-15,1,0,1,1,0,6,1,0,2,0.16,0.197,0.59,0.0896,6.003,0.121,2,18,20.0
327,2011-01-15,1,0,1,2,0,6,1,0,2,0.16,0.197,0.59,0.0896,6.003,0.121,0,12,12.0
328,2011-01-15,1,0,1,3,0,6,1,0,2,0.16,0.2273,0.59,0.0,0.0,0.148,1,7,8.0
329,2011-01-15,1,0,1,4,0,6,1,0,2,0.16,0.2273,0.59,0.0,0.0,0.148,0,5,5.0
330,2011-01-15,1,0,1,5,0,6,1,0,1,0.16,0.2273,0.59,0.0,0.0,0.148,0,1,1.0
331,2011-01-15,1,0,1,6,0,6,1,0,1,0.14,0.1667,0.63,0.1045,7.002,0.099,1,2,3.0
332,2011-01-15,1,0,1,7,0,6,1,0,1,0.14,0.2121,0.63,0.0,0.0,0.134,1,9,10.0
333,2011-01-15,1,0,1,8,0,6,1,0,1,0.14,0.1515,0.63,0.1343,8.998,0.089,1,22,23.0
334,2011-01-15,1,0,1,9,0,6,1,0,1,0.16,0.1818,0.64,0.1343,8.998,0.108,2,31,33.0
335,2011-01-15,1,0,1,10,0,6,1,0,1,0.18,0.197,0.59,0.1642,11.001,0.116,2,57,59.0
336,2011-01-15,1,0,1,11,0,6,1,0,1,0.2,0.197,0.55,0.2239,15.001,0.114,18,54,72.0
337,2011-01-15,1,0,1,12,0,6,1,0,1,0.24,0.2273,0.48,0.2239,15.001,0.143,15,74,89.0
338,2011-01-15,1,0,1,13,0,6,1,0,1,0.28,0.2576,0.38,0.2985,19.999,0.158,21,80,101.0
339,2011-01-15,1,0,1,14,0,6,1,0,1,0.3,0.2879,0.39,0.2836,19.001,0.18,26,92,118.0
340,2011-01-15,1,0,1,15,0,6,1,0,2,0.32,0.3182,0.36,0.194,12.998,0.217,21,108,129.0
341,2011-01-15,1,0,1,16,0,6,1,0,2,0.34,0.3333,0.34,0.194,12.998,0.231,33,95,128.0
342,2011-01-15,1,0,1,17,0,6,1,0,2,0.32,0.303,0.36,0.2836,19.001,0.194,29,54,83.0
343,2011-01-15,1,0,1,18,0,6,1,0,2,0.3,0.2879,0.45,0.2537,16.998,0.186,15,69,84.0
344,2011-01-15,1,0,1,19,0,6,1,0,2,0.32,0.303,0.39,0.2537,16.998,0.2,14,60,74.0
345,2011-01-15,1,0,1,20,0,6,1,0,2,0.32,0.303,0.39,0.2537,16.998,0.2,6,35,41.0
346,2011-01-15,1,0,1,21,0,6,1,0,2,0.32,0.303,0.39,0.2239,15.001,0.206,6,51,57.0
347,2011-01-15,1,0,1,22,0,6,1,0,2,0.3,0.3182,0.42,0.1045,7.002,0.225,0,26,26.0
348,2011-01-15,1,0,1,23,0,6,1,0,1,0.3,0.2879,0.45,0.2836,19.001,0.18,5,39,44.0
349,2011-01-16,1,0,1,0,0,0,1,0,1,0.26,0.303,0.56,0.0,0.0,0.221,6,33,39.0
350,2011-01-16,1,0,1,1,0,0,1,0,1,0.26,0.2727,0.56,0.1343,8.998,0.185,4,19,23.0
351,2011-01-16,1,0,1,2,0,0,1,0,1,0.26,0.2879,0.56,0.0896,6.003,0.198,3,13,16.0
352,2011-01-16,1,0,1,3,0,0,1,0,1,0.22,0.2727,0.69,0.0,0.0,0.192,9,6,15.0
353,2011-01-16,1,0,1,4,0,0,1,0,1,0.26,0.2576,0.56,0.1642,11.001,0.174,0,1,1.0
354,2011-01-16,1,0,1,5,0,0,1,0,2,0.26,0.2576,0.56,0.1642,11.001,0.174,1,1,2.0
355,2011-01-16,1,0,1,6,0,0,1,0,2,0.26,0.2576,0.56,0.1642,11.001,0.174,0,1,1.0
356,2011-01-16,1,0,1,7,0,0,1,0,2,0.24,0.2121,0.56,0.2985,19.999,0.124,0,3,3.0
357,2011-01-16,1,0,1,8,0,0,1,0,1,0.22,0.2121,0.55,0.2836,19.001,0.117,0,18,18.0
358,2011-01-16,1,0,1,9,0,0,1,0,1,0.22,0.2121,0.51,0.2537,16.998,0.123,3,29,32.0
359,2011-01-16,1,0,1,10,0,0,1,0,1,0.22,0.2121,0.51,0.2836,19.001,0.117,8,71,79.0
360,2011-01-16,1,0,1,11,0,0,1,0,1,0.24,0.2273,0.44,0.2537,16.998,0.137,23,70,93.0
361,2011-01-16,1,0,1,12,0,0,1,0,1,0.24,0.2121,0.41,0.2836,19.001,0.127,29,75,104.0
362,2011-01-16,1,0,1,13,0,0,1,0,1,0.26,0.2273,0.35,0.2985,19.999,0.138,23,95,118.0
363,2011-01-16,1,0,1,14,0,0,1,0,1,0.28,0.2727,0.36,0.2537,16.998,0.171,22,69,91.0
364,2011-01-16,1,0,1,15,0,0,1,0,1,0.26,0.2424,0.38,0.2537,16.998,0.152,35,78,113.0
365,2011-01-16,1,0,1,16,0,0,1,0,1,0.24,0.2273,0.38,0.2239,15.001,0.143,22,77,99.0
366,2011-01-16,1,0,1,17,0,0,1,0,1,0.22,0.2121,0.37,0.2537,16.998,0.123,23,82,105.0
367,2011-01-16,1,0,1,18,0,0,1,0,1,0.2,0.2121,0.4,0.1642,11.001,0.131,11,56,67.0
368,2011-01-16,1,0,1,19,0,0,1,0,1,0.18,0.197,0.47,0.1343,8.998,0.122,14,47,61.0
369,2011-01-16,1,0,1,20,0,0,1,0,1,0.18,0.197,0.47,0.1642,11.001,0.116,7,50,57.0
370,2011-01-16,1,0,1,21,0,0,1,0,1,0.18,0.197,0.51,0.1642,11.001,0.116,6,22,28.0
371,2011-01-16,1,0,1,22,0,0,1,0,2,0.2,0.2121,0.49,0.1343,8.998,0.137,2,19,21.0
372,2011-01-16,1,0,1,23,0,0,1,0,2,0.2,0.2273,0.4,0.1045,7.002,0.147,0,18,18.0
373,2011-01-17,1,0,1,0,1,1,0,0,2,0.2,0.197,0.47,0.2239,15.001,0.114,1,16,17.0
374,2011-01-17,1,0,1,1,1,1,0,0,2,0.2,0.197,0.44,0.194,12.998,0.12,1,15,16.0
375,2011-01-17,1,0,1,2,1,1,0,0,2,0.18,0.1667,0.43,0.2537,16.998,0.089,0,8,8.0
376,2011-01-17,1,0,1,3,1,1,0,0,2,0.18,0.1818,0.43,0.194,12.998,0.106,0,2,2.0
377,2011-01-17,1,0,1,4,1,1,0,0,2,0.18,0.197,0.43,0.1343,8.998,0.122,1,2,3.0
378,2011-01-17,1,0,1,5,1,1,0,0,2,0.18,0.197,0.43,0.1642,11.001,0.116,0,1,1.0
379,2011-01-17,1,0,1,6,1,1,0,0,2,0.18,0.1818,0.43,0.194,12.998,0.106,0,5,5.0
380,2011-01-17,1,0,1,7,1,1,0,0,2,0.16,0.1818,0.5,0.1343,8.998,0.108,4,9,13.0
381,2011-01-17,1,0,1,8,1,1,0,0,2,0.16,0.1515,0.47,0.2239,15.001,0.081,3,30,33.0
382,2011-01-17,1,0,1,9,1,1,0,0,2,0.16,0.1515,0.47,0.2239,15.001,0.081,8,39,47.0
383,2011-01-17,1,0,1,10,1,1,0,0,2,0.16,0.1515,0.5,0.2537,16.998,0.075,7,50,57.0
384,2011-01-17,1,0,1,11,1,1,0,0,2,0.16,0.1515,0.55,0.194,12.998,0.087,9,55,64.0
385,2011-01-17,1,0,1,12,1,1,0,0,2,0.18,0.197,0.47,0.1343,8.998,0.122,10,70,80.0
386,2011-01-17,1,0,1,13,1,1,0,0,2,0.18,0.197,0.47,0.1343,8.998,0.122,13,80,93.0
387,2011-01-17,1,0,1,14,1,1,0,0,2,0.18,0.2121,0.43,0.1045,7.002,0.133,12,74,86.0
388,2011-01-17,1,0,1,15,1,1,0,0,2,0.2,0.2121,0.47,0.1642,11.001,0.131,21,72,93.0
389,2011-01-17,1,0,1,16,1,1,0,0,2,0.2,0.2121,0.47,0.1642,11.001,0.131,6,76,82.0
390,2011-01-17,1,0,1,17,1,1,0,0,1,0.2,0.197,0.51,0.194,12.998,0.12,4,67,71.0
391,2011-01-17,1,0,1,18,1,1,0,0,2,0.18,0.1667,0.55,0.2537,16.998,0.089,7,85,92.0
392,2011-01-17,1,0,1,19,1,1,0,0,3,0.18,0.1818,0.59,0.194,12.998,0.106,2,58,60.0
393,2011-01-17,1,0,1,20,1,1,0,0,3,0.16,0.1515,0.8,0.194,12.998,0.087,4,29,33.0
394,2011-01-17,1,0,1,21,1,1,0,0,3,0.16,0.1515,0.8,0.194,12.998,0.087,3,24,27.0
395,2011-01-17,1,0,1,22,1,1,0,0,3,0.14,0.1212,0.93,0.2537,16.998,0.056,0,13,13.0
396,2011-01-17,1,0,1,23,1,1,0,0,3,0.16,0.1364,0.86,0.2836,19.001,0.064,1,3,4.0
397,2011-01-18,1,0,1,12,0,2,0,1,2,0.2,0.1818,0.86,0.3284,22.003,0.089,0,3,3.0
398,2011-01-18,1,0,1,13,0,2,0,1,2,0.2,0.197,0.86,0.2239,15.001,0.114,0,22,22.0
399,2011-01-18,1,0,1,14,0,2,0,1,2,0.22,0.2273,0.8,0.1642,11.001,0.145,2,26,28.0
400,2011-01-18,1,0,1,15,0,2,0,1,2,0.22,0.2273,0.87,0.1642,11.001,0.145,3,32,35.0
401,2011-01-18,1,0,1,16,0,2,0,1,2,0.22,0.2273,0.87,0.194,12.998,0.139,0,61,61.0
402,2011-01-18,1,0,1,17,0,2,0,1,2,0.22,0.2273,0.82,0.194,12.998,0.139,1,124,125.0
403,2011-01-18,1,0,1,18,0,2,0,1,2,0.22,0.2273,0.8,0.1642,11.001,0.145,1,132,133.0
404,2011-01-18,1,0,1,19,0,2,0,1,2,0.22,0.2273,0.8,0.1343,8.998,0.151,1,98,99.0
405,2011-01-18,1,0,1,20,0,2,0,1,2,0.22,0.2727,0.87,0.0,0.0,0.192,0,83,83.0
406,2011-01-18,1,0,1,21,0,2,0,1,2,0.22,0.2424,0.93,0.1045,7.002,0.162,0,41,41.0
407,2011-01-18,1,0,1,22,0,2,0,1,2,0.22,0.2576,0.93,0.0896,6.003,0.169,0,33,33.0
408,2011-01-18,1,0,1,23,0,2,0,1,2,0.22,0.2727,0.93,0.0,0.0,0.192,1,19,20.0
409,2011-01-19,1,0,1,0,0,3,0,1,2,0.22,0.2727,0.93,0.0,0.0,0.192,0,3,3.0
410,2011-01-19,1,0,1,1,0,3,0,1,3,0.22,0.2273,0.93,0.1343,8.998,0.151,1,6,7.0
411,2011-01-19,1,0,1,2,0,3,0,1,3,0.22,0.2273,0.93,0.1343,8.998,0.151,0,3,3.0
412,2011-01-19,1,0,1,4,0,3,0,1,3,0.22,0.2273,0.93,0.1343,8.998,0.151,1,1,2.0
413,2011-01-19,1,0,1,5,0,3,0,1,2,0.22,0.2576,0.93,0.0896,6.003,0.169,0,7,7.0
414,2011-01-19,1,0,1,6,0,3,0,1,2,0.22,0.2576,0.93,0.0896,6.003,0.169,0,32,32.0
415,2011-01-19,1,0,1,7,0,3,0,1,2,0.24,0.2576,0.92,0.1045,7.002,0.176,1,89,90.0
416,2011-01-19,1,0,1,8,0,3,0,1,2,0.24,0.2576,0.93,0.1045,7.002,0.176,1,196,197.0
417,2011-01-19,1,0,1,9,0,3,0,1,2,0.24,0.2576,0.93,0.1045,7.002,0.176,2,107,109.0
418,2011-01-19,1,0,1,10,0,3,0,1,2,0.26,0.2727,0.93,0.1343,8.998,0.185,1,46,47.0
419,2011-01-19,1,0,1,11,0,3,0,1,2,0.28,0.303,0.87,0.0896,6.003,0.213,5,47,52.0
420,2011-01-19,1,0,1,12,0,3,0,1,2,0.3,0.3182,0.81,0.0896,6.003,0.228,5,65,70.0
421,2011-01-19,1,0,1,13,0,3,0,1,1,0.4,0.4091,0.62,0.2836,19.001,0.266,11,67,78.0
422,2011-01-19,1,0,1,14,0,3,0,1,1,0.4,0.4091,0.58,0.2537,16.998,0.272,7,68,75.0
423,2011-01-19,1,0,1,15,0,3,0,1,1,0.4,0.4091,0.54,0.2836,19.001,0.266,4,78,82.0
424,2011-01-19,1,0,1,16,0,3,0,1,1,0.38,0.3939,0.58,0.3881,26.003,0.231,10,94,104.0
425,2011-01-19,1,0,1,17,0,3,0,1,1,0.36,0.3333,0.57,0.3284,22.003,0.214,7,190,197.0
426,2011-01-19,1,0,1,18,0,3,0,1,1,0.34,0.3182,0.61,0.2836,19.001,0.209,5,156,161.0
427,2011-01-19,1,0,1,19,0,3,0,1,1,0.32,0.2879,0.57,0.4179,27.999,0.163,4,108,112.0
428,2011-01-19,1,0,1,20,0,3,0,1,1,0.32,0.303,0.49,0.2985,19.999,0.191,2,74,76.0
429,2011-01-19,1,0,1,21,0,3,0,1,1,0.32,0.2879,0.49,0.4179,27.999,0.163,4,55,59.0
430,2011-01-19,1,0,1,22,0,3,0,1,1,0.3,0.303,0.52,0.1642,11.001,0.208,6,53,59.0
431,2011-01-19,1,0,1,23,0,3,0,1,1,0.3,0.2727,0.52,0.4627,31.001,0.139,1,27,28.0
432,2011-01-20,1,0,1,0,0,4,0,1,1,0.26,0.2273,0.56,0.3881,26.003,0.121,5,8,13.0
433,2011-01-20,1,0,1,1,0,4,0,1,1,0.26,0.2727,0.56,0.0,0.0,0.212,2,3,5.0
434,2011-01-20,1,0,1,2,0,4,0,1,1,0.26,0.2727,0.56,0.0,0.0,0.212,0,2,2.0
435,2011-01-20,1,0,1,3,0,4,0,1,1,0.26,0.2576,0.56,0.1642,11.001,0.174,0,1,1.0
436,2011-01-20,1,0,1,4,0,4,0,1,1,0.26,0.2576,0.56,0.1642,11.001,0.174,0,1,1.0
437,2011-01-20,1,0,1,5,0,4,0,1,1,0.24,0.2273,0.6,0.2239,15.001,0.143,0,6,6.0
438,2011-01-20,1,0,1,6,0,4,0,1,1,0.22,0.2121,0.6,0.2239,15.001,0.129,0,35,35.0
439,2011-01-20,1,0,1,7,0,4,0,1,1,0.22,0.2121,0.55,0.2239,15.001,0.129,1,100,101.0
440,2011-01-20,1,0,1,8,0,4,0,1,1,0.22,0.2121,0.55,0.2836,19.001,0.117,2,247,249.0
441,2011-01-20,1,0,1,9,0,4,0,1,2,0.24,0.2273,0.52,0.2239,15.001,0.143,3,140,143.0
442,2011-01-20,1,0,1,10,0,4,0,1,1,0.26,0.2273,0.48,0.2985,19.999,0.138,1,56,57.0
443,2011-01-20,1,0,1,11,0,4,0,1,2,0.28,0.2727,0.45,0.1642,11.001,0.189,5,63,68.0
444,2011-01-20,1,0,1,12,0,4,0,1,2,0.3,0.3333,0.42,0.0,0.0,0.25,7,77,84.0
445,2011-01-20,1,0,1,13,0,4,0,1,2,0.28,0.2879,0.45,0.1045,7.002,0.205,12,86,98.0
446,2011-01-20,1,0,1,14,0,4,0,1,2,0.3,0.303,0.45,0.1343,8.998,0.214,6,75,81.0
447,2011-01-20,1,0,1,15,0,4,0,1,2,0.32,0.3182,0.45,0.194,12.998,0.217,8,62,70.0
448,2011-01-20,1,0,1,16,0,4,0,1,2,0.3,0.303,0.49,0.1343,8.998,0.214,8,83,91.0
449,2011-01-20,1,0,1,17,0,4,0,1,2,0.3,0.3182,0.49,0.1045,7.002,0.225,8,207,215.0
450,2011-01-20,1,0,1,18,0,4,0,1,2,0.26,0.2576,0.56,0.194,12.998,0.168,1,184,185.0
451,2011-01-20,1,0,1,19,0,4,0,1,1,0.26,0.2273,0.56,0.3284,22.003,0.133,6,146,152.0
452,2011-01-20,1,0,1,20,0,4,0,1,2,0.26,0.2424,0.6,0.2836,19.001,0.146,2,124,126.0
453,2011-01-20,1,0,1,21,0,4,0,1,2,0.24,0.2273,0.6,0.2537,16.998,0.137,3,54,57.0
454,2011-01-20,1,0,1,22,0,4,0,1,2,0.24,0.2121,0.65,0.2836,19.001,0.127,0,56,56.0
455,2011-01-20,1,0,1,23,0,4,0,1,2,0.24,0.2121,0.65,0.3284,22.003,0.118,3,28,31.0
456,2011-01-21,1,0,1,0,0,5,0,1,2,0.24,0.2273,0.7,0.2537,16.998,0.137,1,20,21.0
457,2011-01-21,1,0,1,1,0,5,0,1,2,0.24,0.2273,0.7,0.2537,16.998,0.137,0,6,6.0
